,status,x_marst,x_occup08,x_diplom,x_age,region,xh5,xj1,xj4.1,xj13.2
10156,Областной центр,Состоите в зарегистрированном браке,,законченное среднее специальное образование,53.0,Владивосток,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
10157,Областной центр,Состоите в зарегистрированном браке,"квалифицированные рабочие, использующие машины и механизмы",законченное среднее специальное образование,58.0,Владивосток,МУЖСКОЙ,Вы сейчас работаете,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",50000.0
10158,Областной центр,Состоите в зарегистрированном браке,работники сферы торговли и услуг,законченное среднее специальное образование,27.0,Владивосток,ЖЕНСКИЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",40000.0
10159,Областной центр,Никогда в браке не состояли,специалисты высшего уровня квалификации,законченное высшее образование и выше,25.0,Владивосток,ЖЕНСКИЙ,Вы сейчас работаете,ОБРАЗОВАНИЕ,25000.0
10160,Областной центр,Состоите в зарегистрированном браке,специалисты среднего уровня квалификации; чиновники,законченное среднее образование,36.0,Владивосток,МУЖСКОЙ,Вы сейчас работаете,"НАУКА, КУЛЬТУРА",40000.0
10161,Областной центр,Состоите в зарегистрированном браке,,законченное среднее специальное образование,24.0,Владивосток,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
10162,Областной центр,Состоите в зарегистрированном браке,специалисты среднего уровня квалификации; чиновники,законченное среднее специальное образование,27.0,Владивосток,МУЖСКОЙ,Вы сейчас работаете,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",38000.0
10163,Областной центр,,,,5.0,Владивосток,ЖЕНСКИЙ,,,
10164,Областной центр,Разведены и в браке не состоите,специалисты среднего уровня квалификации; чиновники,законченное среднее образование,59.0,Владивосток,МУЖСКОЙ,Вы сейчас работаете,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",65000.0
10165,Областной центр,Состоите в зарегистрированном браке,специалисты высшего уровня квалификации,законченное высшее образование и выше,48.0,Владивосток,ЖЕНСКИЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",84000.0
10166,Областной центр,Состоите в зарегистрированном браке,,законченное высшее образование и выше,33.0,Владивосток,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
10167,Областной центр,Состоите в зарегистрированном браке,специалисты высшего уровня квалификации,законченное высшее образование и выше,30.0,Владивосток,МУЖСКОЙ,Вы сейчас работаете,"НАУКА, КУЛЬТУРА",НЕТ ОТВЕТА
10168,Областной центр,,,,6.0,Владивосток,МУЖСКОЙ,,,
10169,Областной центр,,,,3.0,Владивосток,МУЖСКОЙ,,,
10170,Село,,,,3.0,"Амурская область, Тамбовский район",МУЖСКОЙ,,,
10171,Село,Состоите в зарегистрированном браке,военнослужащие,незаконченное среднее образование (7 - 8 кл) + что-то еще,31.0,"Амурская область, Тамбовский район",МУЖСКОЙ,Вы сейчас работаете,"АРМИЯ, МВД, ОРГАНЫ БЕЗОПАСНОСТИ",ЗАТРУДНЯЮСЬ ОТВЕТИТЬ
10172,Село,,,,3.0,"Амурская область, Тамбовский район",МУЖСКОЙ,,,
10173,Село,,,,3.0,"Амурская область, Тамбовский район",ЖЕНСКИЙ,,,
10174,Село,,,,3.0,"Амурская область, Тамбовский район",ЖЕНСКИЙ,,,
10175,Город,,,,3.0,"Саратовская область, Вольск и Вольский район",МУЖСКОЙ,,,
10176,Город,Состоите в зарегистрированном браке,,законченное среднее специальное образование,71.0,"Саратовская область, Вольск и Вольский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
10177,Село,,,,4.0,"Саратовская область, Вольск и Вольский район",ЖЕНСКИЙ,,,
10178,Областной центр,,,,4.0,"Коми Республика, Сыктывкар",ЖЕНСКИЙ,,,
10179,Областной центр,"Живете вместе, но не зарегистрированы",специалисты среднего уровня квалификации; чиновники,законченное среднее образование,24.0,"Коми Республика, Сыктывкар",МУЖСКОЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",30000.0
10180,Областной центр,,,,12.0,"Коми Республика, Сыктывкар",МУЖСКОЙ,,,
10181,Областной центр,Никогда в браке не состояли,"квалифицированные рабочие, использующие машины и механизмы",законченное высшее образование и выше,32.0,"Коми Республика, Сыктывкар",МУЖСКОЙ,Вы сейчас работаете,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",30000.0
10182,Областной центр,,,,11.0,Челябинск,ЖЕНСКИЙ,,,
10183,Областной центр,"ОФИЦИАЛЬНО ЗАРЕГИСТРИРОВАНЫ, НО ВМЕСТЕ НЕ ПРОЖИВАЮТ","квалифицированные рабочие, использующие машины и механизмы",законченное среднее специальное образование,45.0,Челябинск,ЖЕНСКИЙ,Вы сейчас работаете,"ТРАНСПОРТ, СВЯЗЬ",15000.0
10184,Областной центр,,,,8.0,Челябинск,МУЖСКОЙ,,,
10185,Областной центр,,,,3.0,Челябинск,МУЖСКОЙ,,,
10186,Областной центр,Состоите в зарегистрированном браке,,законченное высшее образование и выше,69.0,Челябинск,МУЖСКОЙ,Или у Вас сейчас нет работы,,
10187,Областной центр,Состоите в зарегистрированном браке,,законченное высшее образование и выше,64.0,Челябинск,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
10188,Областной центр,Bдовец (вдова),,законченное высшее образование и выше,89.0,Челябинск,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
10189,Областной центр,Состоите в зарегистрированном браке,"квалифицированные рабочие, использующие машины и механизмы",законченное среднее образование,45.0,Челябинск,МУЖСКОЙ,Вы сейчас работаете,"ТРАНСПОРТ, СВЯЗЬ",40000.0
10190,Областной центр,Состоите в зарегистрированном браке,специалисты среднего уровня квалификации; чиновники,законченное высшее образование и выше,30.0,Челябинск,ЖЕНСКИЙ,Вы находитесь в отпуске - декретном или по уходу за ребенком до 3-х лет,ОБРАЗОВАНИЕ,10000.0
10191,Областной центр,"Живете вместе, но не зарегистрированы",неквалифицированные рабочие всех отраслей,законченное среднее образование,30.0,Челябинск,МУЖСКОЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",27000.0
10192,Областной центр,Состоите в зарегистрированном браке,,законченное высшее образование и выше,38.0,Челябинск,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
10193,Областной центр,Состоите в зарегистрированном браке,законодатели; крупные чиновники; руководители высш. и сред. звена,законченное высшее образование и выше,38.0,Челябинск,МУЖСКОЙ,Вы сейчас работаете,ЗДРАВООХРАНЕНИЕ,40000.0
10194,Областной центр,Никогда в браке не состояли,,незаконченное среднее образование (7 - 8 кл),14.0,Челябинск,МУЖСКОЙ,Или у Вас сейчас нет работы,,
10195,Областной центр,,,,4.0,Челябинск,МУЖСКОЙ,,,
10196,Областной центр,Состоите в зарегистрированном браке,специалисты высшего уровня квалификации,законченное высшее образование и выше,36.0,Челябинск,ЖЕНСКИЙ,Вы сейчас работаете,ГРАЖДАНСКОЕ МАШИНОСТРОЕНИЕ,50000.0
10197,Областной центр,Состоите в зарегистрированном браке,специалисты высшего уровня квалификации,законченное высшее образование и выше,39.0,Челябинск,МУЖСКОЙ,Вы сейчас работаете,ГРАЖДАНСКОЕ МАШИНОСТРОЕНИЕ,50000.0
10198,Областной центр,,,,9.0,Челябинск,ЖЕНСКИЙ,,,
10199,Село,,,,3.0,"Челябинская область, Красноармейский район",МУЖСКОЙ,,,
10200,Село,,,,3.0,"Челябинская область, Красноармейский район",ЖЕНСКИЙ,,,
10201,Село,,,,3.0,"Челябинская область, Красноармейский район",МУЖСКОЙ,,,
10202,Областной центр,,,,3.0,Нижний Новгород,ЖЕНСКИЙ,,,
10203,Областной центр,,,,5.0,Нижний Новгород,ЖЕНСКИЙ,,,
10204,Областной центр,Разведены и в браке не состоите,работники сферы торговли и услуг,незаконченное среднее образование (7 - 8 кл) + что-то еще,37.0,Нижний Новгород,ЖЕНСКИЙ,Вы сейчас работаете,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,12000.0
10205,Областной центр,Никогда в браке не состояли,,незаконченное среднее образование (7 - 8 кл) + что-то еще,16.0,Нижний Новгород,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
10206,Областной центр,"Живете вместе, но не зарегистрированы",законодатели; крупные чиновники; руководители высш. и сред. звена,законченное высшее образование и выше,31.0,Нижний Новгород,ЖЕНСКИЙ,Вы сейчас работаете,ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО,
10207,Областной центр,"Живете вместе, но не зарегистрированы",законодатели; крупные чиновники; руководители высш. и сред. звена,законченное высшее образование и выше,32.0,Нижний Новгород,МУЖСКОЙ,Вы сейчас работаете,ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО,
10208,ПГТ,,,,3.0,"Пензенская область, Земетчинский район",МУЖСКОЙ,,,
10209,Село,"Живете вместе, но не зарегистрированы",,незаконченное среднее образование (7 - 8 кл),60.0,"Пензенская область, Земетчинский район",МУЖСКОЙ,Или у Вас сейчас нет работы,,
10210,Село,"Живете вместе, но не зарегистрированы",,незаконченное среднее образование (7 - 8 кл),69.0,"Пензенская область, Земетчинский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
10211,Село,Состоите в зарегистрированном браке,специалисты среднего уровня квалификации; чиновники,законченное высшее образование и выше,36.0,"Краснодарский край, Кущевский район",МУЖСКОЙ,Вы сейчас работаете,"СПОРТ, ТУРИЗМ, РАЗВЛЕЧЕНИЯ",30000.0
10212,Село,,,,3.0,"Краснодарский край, Кущевский район",ЖЕНСКИЙ,,,
10213,Село,Состоите в зарегистрированном браке,"квалифицированные рабочие, использующие машины и механизмы",законченное среднее образование,28.0,"Краснодарский край, Кущевский район",ЖЕНСКИЙ,Вы находитесь в отпуске - декретном или по уходу за ребенком до 3-х лет,НЕФТЕГАЗОВАЯ ПРОМЫШЛЕННОСТЬ,0.0
10214,Село,,,,3.0,"Краснодарский край, Кущевский район",МУЖСКОЙ,,,
10215,Село,,,,3.0,"Краснодарский край, Кущевский район",ЖЕНСКИЙ,,,
10216,Село,,,,3.0,"Краснодарский край, Кущевский район",ЖЕНСКИЙ,,,
10217,Село,,,,3.0,"Краснодарский край, Кущевский район",МУЖСКОЙ,,,
10218,Село,,,,3.0,"Краснодарский край, Кущевский район",ЖЕНСКИЙ,,,
10219,Областной центр,,,,3.0,Смоленск,МУЖСКОЙ,,,
10220,Областной центр,,,,5.0,Смоленск,ЖЕНСКИЙ,,,
10221,Областной центр,,,,3.0,Смоленск,ЖЕНСКИЙ,,,
10222,Областной центр,"Живете вместе, но не зарегистрированы",работники сферы торговли и услуг,законченное среднее образование,53.0,Смоленск,ЖЕНСКИЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",15000.0
10223,Областной центр,"Живете вместе, но не зарегистрированы","квалифицированные рабочие, занятые ручным трудом",законченное среднее образование,53.0,Смоленск,МУЖСКОЙ,Вы сейчас работаете,ГРАЖДАНСКОЕ МАШИНОСТРОЕНИЕ,30000.0
10224,Областной центр,,,,3.0,Смоленск,МУЖСКОЙ,,,
10225,Областной центр,Никогда в браке не состояли,,законченное среднее специальное образование,21.0,Смоленск,МУЖСКОЙ,Или у Вас сейчас нет работы,,
10226,Областной центр,Bдовец (вдова),,законченное среднее образование,73.0,Смоленск,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
10227,Областной центр,,,,3.0,Смоленск,МУЖСКОЙ,,,
10228,Областной центр,Никогда в браке не состояли,,законченное среднее специальное образование,21.0,Смоленск,МУЖСКОЙ,Или у Вас сейчас нет работы,,
10229,Областной центр,Никогда в браке не состояли,специалисты высшего уровня квалификации,законченное среднее специальное образование,19.0,Тула,ЖЕНСКИЙ,Вы сейчас работаете,ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО,13500.0
10230,Областной центр,"Живете вместе, но не зарегистрированы",специалисты среднего уровня квалификации; чиновники,законченное среднее специальное образование,33.0,Тула,МУЖСКОЙ,Вы сейчас работаете,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,35000.0
10231,Областной центр,Состоите в зарегистрированном браке,специалисты среднего уровня квалификации; чиновники,законченное среднее специальное образование,43.0,Тула,ЖЕНСКИЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",20000.0
10232,Областной центр,Состоите в зарегистрированном браке,"квалифицированные рабочие, занятые ручным трудом",незаконченное среднее образование (7 - 8 кл),46.0,Тула,МУЖСКОЙ,Вы сейчас работаете,НЕФТЕГАЗОВАЯ ПРОМЫШЛЕННОСТЬ,40000.0
10233,Областной центр,Никогда в браке не состояли,,незаконченное среднее образование (7 - 8 кл),14.0,Тула,МУЖСКОЙ,Или у Вас сейчас нет работы,,
10234,Областной центр,"Живете вместе, но не зарегистрированы",работники сферы торговли и услуг,законченное среднее специальное образование,40.0,Тула,ЖЕНСКИЙ,Вы сейчас работаете,ОБРАЗОВАНИЕ,16000.0
10235,Областной центр,"Живете вместе, но не зарегистрированы","квалифицированные рабочие, использующие машины и механизмы",незаконченное среднее образование (7 - 8 кл) + что-то еще,41.0,Тула,МУЖСКОЙ,Вы сейчас работаете,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,ОТКАЗ ОТ ОТВЕТА
10236,Областной центр,Разведены и в браке не состоите,,законченное среднее специальное образование,63.0,Тула,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
10237,Областной центр,Никогда в браке не состояли,работники сферы торговли и услуг,законченное среднее образование,42.0,Тула,МУЖСКОЙ,Вы сейчас работаете,ОБРАЗОВАНИЕ,ОТКАЗ ОТ ОТВЕТА
10238,Областной центр,Разведены и в браке не состоите,специалисты высшего уровня квалификации,законченное среднее специальное образование,29.0,Тула,ЖЕНСКИЙ,Вы сейчас работаете,"НАУКА, КУЛЬТУРА",ЗАТРУДНЯЮСЬ ОТВЕТИТЬ
10239,Областной центр,Bдовец (вдова),специалисты среднего уровня квалификации; чиновники,законченное высшее образование и выше,62.0,Тула,ЖЕНСКИЙ,Вы сейчас работаете,СОЦИАЛЬНОЕ ОБСЛУЖИВАНИЕ,20000.0
10240,Областной центр,Никогда в браке не состояли,специалисты среднего уровня квалификации; чиновники,законченное среднее специальное образование,32.0,Тула,ЖЕНСКИЙ,Вы сейчас работаете,СОЦИАЛЬНОЕ ОБСЛУЖИВАНИЕ,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ
10241,Областной центр,,,,7.0,Тула,ЖЕНСКИЙ,,,
10242,Областной центр,Разведены и в браке не состоите,,законченное среднее специальное образование,68.0,Тула,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
10243,Областной центр,Разведены и в браке не состоите,"квалифицированные рабочие, занятые ручным трудом",законченное среднее специальное образование,34.0,Тула,МУЖСКОЙ,Вы сейчас работаете,ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО,25000.0
10244,Областной центр,Состоите в зарегистрированном браке,,законченное среднее специальное образование,63.0,Тула,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
10245,Областной центр,Состоите в зарегистрированном браке,,законченное среднее специальное образование,62.0,Тула,МУЖСКОЙ,Или у Вас сейчас нет работы,,
10246,Областной центр,Bдовец (вдова),,незаконченное среднее образование (7 - 8 кл),90.0,Тула,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
10247,Областной центр,Состоите в зарегистрированном браке,специалисты среднего уровня квалификации; чиновники,законченное высшее образование и выше,38.0,Тула,ЖЕНСКИЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",20000.0
10248,Областной центр,Состоите в зарегистрированном браке,"квалифицированные рабочие, использующие машины и механизмы",незаконченное среднее образование (7 - 8 кл),47.0,Тула,МУЖСКОЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",20000.0
10249,Областной центр,,,,6.0,Тула,МУЖСКОЙ,,,
10250,Областной центр,Никогда в браке не состояли,работники сферы торговли и услуг,законченное среднее специальное образование,29.0,Тула,МУЖСКОЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",25000.0
10251,Областной центр,Никогда в браке не состояли,,законченное среднее образование,18.0,Тула,МУЖСКОЙ,Или у Вас сейчас нет работы,,
10252,Областной центр,Разведены и в браке не состоите,работники сферы торговли и услуг,законченное среднее образование,46.0,Тула,ЖЕНСКИЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",25000.0
10253,Областной центр,Никогда в браке не состояли,,законченное среднее специальное образование,21.0,Тула,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
10254,Областной центр,Состоите в зарегистрированном браке,специалисты среднего уровня квалификации; чиновники,законченное высшее образование и выше,63.0,Тула,ЖЕНСКИЙ,Вы сейчас работаете,ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО,12000.0
10255,Областной центр,Состоите в зарегистрированном браке,,законченное высшее образование и выше,65.0,Тула,МУЖСКОЙ,Или у Вас сейчас нет работы,,
10256,Областной центр,Bдовец (вдова),,законченное высшее образование и выше,86.0,Тула,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
10257,Областной центр,Никогда в браке не состояли,специалисты среднего уровня квалификации; чиновники,законченное высшее образование и выше,36.0,Тула,ЖЕНСКИЙ,Вы сейчас работаете,СТРОИТЕЛЬСТВО,70000.0
10258,Областной центр,Никогда в браке не состояли,работники сферы торговли и услуг,законченное среднее образование,47.0,Тула,ЖЕНСКИЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",15000.0
10259,Город,Состоите в зарегистрированном браке,специалисты высшего уровня квалификации,законченное высшее образование и выше,28.0,"Ростовская область, Батайск",МУЖСКОЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",
10260,Город,,,,3.0,"Ростовская область, Батайск",МУЖСКОЙ,,,
10261,Город,Состоите в зарегистрированном браке,специалисты высшего уровня квалификации,законченное высшее образование и выше,29.0,"Ростовская область, Батайск",ЖЕНСКИЙ,Вы сейчас работаете,ОБРАЗОВАНИЕ,20000.0
10262,Город,Состоите в зарегистрированном браке,специалисты среднего уровня квалификации; чиновники,законченное высшее образование и выше,27.0,"Ростовская область, Батайск",ЖЕНСКИЙ,Вы находитесь в отпуске - декретном или по уходу за ребенком до 3-х лет,ФИНАНСЫ,15300.0
10263,Город,Состоите в зарегистрированном браке,"квалифицированные рабочие, занятые ручным трудом",законченное среднее образование,26.0,"Ростовская область, Батайск",МУЖСКОЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",40000.0
10264,Город,,,,3.0,"Ростовская область, Батайск",ЖЕНСКИЙ,,,
10265,Город,Состоите в зарегистрированном браке,специалисты высшего уровня квалификации,законченное высшее образование и выше,39.0,"Ростовская область, Батайск",ЖЕНСКИЙ,Вы находитесь в отпуске - декретном или по уходу за ребенком до 3-х лет,ФИНАНСЫ,32000.0
10266,Город,Состоите в зарегистрированном браке,специалисты среднего уровня квалификации; чиновники,законченное высшее образование и выше,39.0,"Ростовская область, Батайск",МУЖСКОЙ,Вы сейчас работаете,ВОЕННО-ПРОМЫШЛЕННЫЙ КОМПЛЕКС,35000.0
10267,Город,,,,12.0,"Ростовская область, Батайск",МУЖСКОЙ,,,
10268,Город,Состоите в зарегистрированном браке,специалисты высшего уровня квалификации,законченное высшее образование и выше,45.0,"Ростовская область, Батайск",МУЖСКОЙ,Вы сейчас работаете,"ТРАНСПОРТ, СВЯЗЬ",40000.0
10269,Город,,,,3.0,"Ростовская область, Батайск",МУЖСКОЙ,,,
10270,Город,Bдовец (вдова),,законченное среднее специальное образование,67.0,"Ростовская область, Батайск",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
10271,Город,Состоите в зарегистрированном браке,специалисты высшего уровня квалификации,законченное высшее образование и выше,42.0,"Ростовская область, Батайск",ЖЕНСКИЙ,Вы сейчас работаете,СТРОИТЕЛЬСТВО,27000.0
10272,Город,Никогда в браке не состояли,работники сферы торговли и услуг,законченное среднее специальное образование,23.0,"Ростовская область, Батайск",ЖЕНСКИЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",
10273,Город,,,,3.0,"Ростовская область, Батайск",МУЖСКОЙ,,,
10274,Город,,,,3.0,"Ростовская область, Батайск",МУЖСКОЙ,,,
10275,Город,,,,3.0,"Ростовская область, Батайск",ЖЕНСКИЙ,,,
10276,Город,Состоите в зарегистрированном браке,законодатели; крупные чиновники; руководители высш. и сред. звена,законченное высшее образование и выше,44.0,"Ростовская область, Батайск",ЖЕНСКИЙ,Вы сейчас работаете,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",30000.0
10277,Город,Состоите в зарегистрированном браке,служащие офисные и по обслуживанию клиентов,законченное высшее образование и выше,46.0,"Ростовская область, Батайск",МУЖСКОЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",35000.0
10278,Город,,,,4.0,"Ростовская область, Батайск",МУЖСКОЙ,,,
10279,Город,Bдовец (вдова),,незаконченное среднее образование (7 - 8 кл),73.0,"Ростовская область, Батайск",МУЖСКОЙ,Или у Вас сейчас нет работы,,
10280,Город,Bдовец (вдова),специалисты среднего уровня квалификации; чиновники,законченное среднее специальное образование,49.0,"Ростовская область, Батайск",ЖЕНСКИЙ,Вы сейчас работаете,ЗДРАВООХРАНЕНИЕ,30000.0
10281,Город,Разведены и в браке не состоите,работники сферы торговли и услуг,законченное среднее образование,29.0,"Ростовская область, Батайск",МУЖСКОЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",
10282,Город,Никогда в браке не состояли,"квалифицированные рабочие, использующие машины и механизмы",незаконченное среднее образование (7 - 8 кл) + что-то еще,26.0,"Ростовская область, Батайск",МУЖСКОЙ,Вы сейчас работаете,СТРОИТЕЛЬСТВО,3000.0
10283,Областной центр,,,,3.0,Москва,МУЖСКОЙ,,,
10284,Областной центр,,,,3.0,Москва,МУЖСКОЙ,,,
10285,Областной центр,Состоите в зарегистрированном браке,служащие офисные и по обслуживанию клиентов,законченное среднее специальное образование,37.0,Москва,МУЖСКОЙ,Вы сейчас работаете,"ТРАНСПОРТ, СВЯЗЬ",40000.0
10286,Областной центр,,,,6.0,Москва,ЖЕНСКИЙ,,,
10287,Областной центр,"Живете вместе, но не зарегистрированы",служащие офисные и по обслуживанию клиентов,законченное среднее образование,39.0,Москва,ЖЕНСКИЙ,Вы сейчас работаете,"ТРАНСПОРТ, СВЯЗЬ",30000.0
10288,Областной центр,Разведены и в браке не состоите,законодатели; крупные чиновники; руководители высш. и сред. звена,законченное высшее образование и выше,46.0,Москва,МУЖСКОЙ,Вы сейчас работаете,"НАУКА, КУЛЬТУРА",80000.0
10289,Областной центр,Состоите в зарегистрированном браке,,законченное высшее образование и выше,38.0,Москва,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
10290,Областной центр,,,,12.0,Москва,ЖЕНСКИЙ,,,
10291,Областной центр,"Живете вместе, но не зарегистрированы",специалисты среднего уровня квалификации; чиновники,законченное высшее образование и выше,29.0,Москва,ЖЕНСКИЙ,Вы сейчас работаете,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,60000.0
10292,Областной центр,Никогда в браке не состояли,специалисты среднего уровня квалификации; чиновники,законченное среднее специальное образование,57.0,Санкт-Петербург,МУЖСКОЙ,Вы сейчас работаете,СТРОИТЕЛЬСТВО,70000.0
10293,Областной центр,Разведены и в браке не состоите,,незаконченное среднее образование (7 - 8 кл),89.0,Санкт-Петербург,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
10294,Областной центр,,,,3.0,Санкт-Петербург,ЖЕНСКИЙ,,,
10295,Областной центр,Состоите в зарегистрированном браке,,законченное среднее образование,60.0,Санкт-Петербург,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
10296,Областной центр,,,,7.0,Санкт-Петербург,МУЖСКОЙ,,,
10297,Областной центр,Состоите в зарегистрированном браке,,законченное среднее образование,62.0,Санкт-Петербург,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
10298,Областной центр,Состоите в зарегистрированном браке,"квалифицированные рабочие, использующие машины и механизмы",законченное среднее образование,65.0,Санкт-Петербург,МУЖСКОЙ,Вы сейчас работаете,"ТРАНСПОРТ, СВЯЗЬ",35000.0
10299,Областной центр,Никогда в браке не состояли,неквалифицированные рабочие всех отраслей,законченное среднее образование,30.0,Санкт-Петербург,МУЖСКОЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",16000.0
10300,Областной центр,"Живете вместе, но не зарегистрированы",законодатели; крупные чиновники; руководители высш. и сред. звена,законченное среднее образование,31.0,Санкт-Петербург,МУЖСКОЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",60000.0
10301,Областной центр,Состоите в зарегистрированном браке,,незаконченное среднее образование (7 - 8 кл) + что-то еще,24.0,Санкт-Петербург,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
10302,Областной центр,Никогда в браке не состояли,,законченное высшее образование и выше,45.0,Санкт-Петербург,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
10303,Областной центр,,,,10.0,Санкт-Петербург,ЖЕНСКИЙ,,,
10304,Областной центр,,,,3.0,Санкт-Петербург,МУЖСКОЙ,,,
10305,Областной центр,Состоите в зарегистрированном браке,"квалифицированные рабочие, занятые ручным трудом",незаконченное среднее образование (7 - 8 кл) + что-то еще,31.0,Санкт-Петербург,МУЖСКОЙ,Вы сейчас работаете,ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО,44000.0
10306,Областной центр,"Живете вместе, но не зарегистрированы",специалисты среднего уровня квалификации; чиновники,законченное высшее образование и выше,37.0,Санкт-Петербург,ЖЕНСКИЙ,Вы сейчас работаете,"ТРАНСПОРТ, СВЯЗЬ",38000.0
10307,Областной центр,Разведены и в браке не состоите,специалисты среднего уровня квалификации; чиновники,законченное высшее образование и выше,54.0,Санкт-Петербург,ЖЕНСКИЙ,Вы сейчас работаете,"ТРАНСПОРТ, СВЯЗЬ",35000.0
10308,Областной центр,Разведены и в браке не состоите,работники сферы торговли и услуг,законченное высшее образование и выше,33.0,Санкт-Петербург,ЖЕНСКИЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",22000.0
10309,Областной центр,Состоите в зарегистрированном браке,специалисты высшего уровня квалификации,законченное высшее образование и выше,56.0,Санкт-Петербург,ЖЕНСКИЙ,Вы сейчас работаете,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",38000.0
10310,Областной центр,Разведены и в браке не состоите,"квалифицированные рабочие, занятые ручным трудом",законченное высшее образование и выше,63.0,Санкт-Петербург,МУЖСКОЙ,Вы сейчас работаете,ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО,26000.0
