,status,x_marst,x_occup08,x_diplom,x_age,region,xh5,xj1,xj4.1,xj13.2
0,ПГТ,Bдовец (вдова),работники сферы торговли и услуг,законченное среднее образование,64.0,"Ленинградская область, Волосовский район",ЖЕНСКИЙ,Вы сейчас работаете,ЗДРАВООХРАНЕНИЕ,25000.0
1,ПГТ,Никогда в браке не состояли,,незаконченное среднее образование (7 - 8 кл) + что-то еще,75.0,"Ленинградская область, Волосовский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
2,ПГТ,Состоите в зарегистрированном браке,,законченное среднее специальное образование,73.0,"Ленинградская область, Волосовский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
3,ПГТ,Состоите в зарегистрированном браке,,незаконченное среднее образование (7 - 8 кл),65.0,"Ленинградская область, Волосовский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
4,ПГТ,Состоите в зарегистрированном браке,"квалифицированные рабочие, использующие машины и механизмы",законченное среднее образование,51.0,"Ленинградская область, Волосовский район",ЖЕНСКИЙ,Вы сейчас работаете,"ТРАНСПОРТ, СВЯЗЬ",18000.0
5,Село,Состоите в зарегистрированном браке,,законченное среднее образование,61.0,"Ленинградская область, Волосовский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
6,Село,Состоите в зарегистрированном браке,,законченное среднее образование,65.0,"Ленинградская область, Волосовский район",МУЖСКОЙ,Или у Вас сейчас нет работы,,
7,Село,Bдовец (вдова),,окончил 0 - 6 классов,91.0,"Ленинградская область, Волосовский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
8,Село,Bдовец (вдова),,законченное среднее специальное образование,66.0,"Ленинградская область, Волосовский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
9,Село,Состоите в зарегистрированном браке,,законченное среднее специальное образование,65.0,"Ленинградская область, Волосовский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
10,Село,Bдовец (вдова),работники сферы торговли и услуг,законченное среднее образование,66.0,"Ленинградская область, Волосовский район",ЖЕНСКИЙ,Вы сейчас работаете,ЗДРАВООХРАНЕНИЕ,28000.0
11,Село,"Живете вместе, но не зарегистрированы",специалисты высшего уровня квалификации,законченное высшее образование и выше,43.0,"Ленинградская область, Волосовский район",ЖЕНСКИЙ,Вы сейчас работаете,ОБРАЗОВАНИЕ,70000.0
12,Село,Состоите в зарегистрированном браке,работники сферы торговли и услуг,законченное среднее образование,56.0,"Ленинградская область, Волосовский район",ЖЕНСКИЙ,Вы сейчас работаете,ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО,20000.0
13,Село,Состоите в зарегистрированном браке,работники сферы торговли и услуг,законченное среднее образование,50.0,"Ленинградская область, Волосовский район",МУЖСКОЙ,Вы сейчас работаете,"ТРАНСПОРТ, СВЯЗЬ",20000.0
14,Село,Никогда в браке не состояли,,незаконченное среднее образование (7 - 8 кл) + что-то еще,38.0,"Ленинградская область, Волосовский район",МУЖСКОЙ,Или у Вас сейчас нет работы,,
15,Село,Состоите в зарегистрированном браке,законодатели; крупные чиновники; руководители высш. и сред. звена,законченное высшее образование и выше,57.0,"Ленинградская область, Волосовский район",ЖЕНСКИЙ,Вы сейчас работаете,ЗДРАВООХРАНЕНИЕ,35000.0
16,Село,Состоите в зарегистрированном браке,"квалифицированные рабочие, занятые ручным трудом",законченное высшее образование и выше,56.0,"Ленинградская область, Волосовский район",МУЖСКОЙ,Вы сейчас работаете,ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО,50000.0
17,Село,Состоите в зарегистрированном браке,,законченное среднее образование,55.0,"Ленинградская область, Волосовский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
18,Село,Состоите в зарегистрированном браке,работники сферы торговли и услуг,законченное среднее образование,57.0,"Ленинградская область, Волосовский район",МУЖСКОЙ,Вы сейчас работаете,ОБРАЗОВАНИЕ,25000.0
19,Село,Bдовец (вдова),,законченное среднее специальное образование,82.0,"Ленинградская область, Волосовский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
20,Село,Bдовец (вдова),,законченное среднее образование,64.0,"Ленинградская область, Волосовский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
21,Село,Состоите в зарегистрированном браке,работники сферы торговли и услуг,законченное среднее специальное образование,61.0,"Ленинградская область, Волосовский район",ЖЕНСКИЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",15000.0
22,Село,Состоите в зарегистрированном браке,,законченное среднее образование,63.0,"Ленинградская область, Волосовский район",МУЖСКОЙ,Или у Вас сейчас нет работы,,
23,Село,Состоите в зарегистрированном браке,,законченное высшее образование и выше,64.0,"Ленинградская область, Волосовский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
24,Село,Состоите в зарегистрированном браке,,законченное высшее образование и выше,69.0,"Ленинградская область, Волосовский район",МУЖСКОЙ,Или у Вас сейчас нет работы,,
25,Село,"Живете вместе, но не зарегистрированы",специалисты среднего уровня квалификации; чиновники,законченное высшее образование и выше,42.0,"Ленинградская область, Волосовский район",ЖЕНСКИЙ,Вы сейчас работаете,ОРГАНЫ УПРАВЛЕНИЯ,31000.0
26,Село,Bдовец (вдова),,законченное среднее специальное образование,42.0,"Ленинградская область, Волосовский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
27,Село,Bдовец (вдова),,окончил 0 - 6 классов,80.0,"Ленинградская область, Волосовский район",МУЖСКОЙ,Или у Вас сейчас нет работы,,
28,Село,Bдовец (вдова),,законченное среднее образование,69.0,"Ленинградская область, Волосовский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
29,Село,Состоите в зарегистрированном браке,,незаконченное среднее образование (7 - 8 кл),70.0,"Ленинградская область, Волосовский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
30,Село,Состоите в зарегистрированном браке,,незаконченное среднее образование (7 - 8 кл),73.0,"Ленинградская область, Волосовский район",МУЖСКОЙ,Или у Вас сейчас нет работы,,
31,Село,Bдовец (вдова),,законченное среднее образование,67.0,"Ленинградская область, Волосовский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
32,Село,Состоите в зарегистрированном браке,неквалифицированные рабочие всех отраслей,незаконченное среднее образование (7 - 8 кл) + что-то еще,35.0,"Ленинградская область, Волосовский район",ЖЕНСКИЙ,Вы сейчас работаете,ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО,15000.0
33,Село,Bдовец (вдова),,окончил 0 - 6 классов,89.0,"Ленинградская область, Волосовский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
34,Областной центр,Bдовец (вдова),,законченное высшее образование и выше,82.0,Краснодар,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
35,Областной центр,Состоите в зарегистрированном браке,специалисты среднего уровня квалификации; чиновники,законченное высшее образование и выше,32.0,Краснодар,ЖЕНСКИЙ,Вы сейчас работаете,"НАУКА, КУЛЬТУРА",30000.0
36,Областной центр,Состоите в зарегистрированном браке,,законченное высшее образование и выше,79.0,Краснодар,МУЖСКОЙ,Или у Вас сейчас нет работы,,
37,Областной центр,Состоите в зарегистрированном браке,,законченное высшее образование и выше,79.0,Краснодар,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
38,Областной центр,Разведены и в браке не состоите,работники сферы торговли и услуг,законченное среднее специальное образование,54.0,Краснодар,ЖЕНСКИЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",
39,Областной центр,Никогда в браке не состояли,специалисты высшего уровня квалификации,законченное высшее образование и выше,37.0,Краснодар,МУЖСКОЙ,Вы сейчас работаете,ЮРИСПРУДЕНЦИЯ,25000.0
40,Областной центр,Никогда в браке не состояли,"квалифицированные рабочие, занятые ручным трудом",незаконченное среднее образование (7 - 8 кл),33.0,Краснодар,МУЖСКОЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",
41,Областной центр,Bдовец (вдова),,законченное высшее образование и выше,79.0,Краснодар,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
42,Областной центр,Состоите в зарегистрированном браке,законодатели; крупные чиновники; руководители высш. и сред. звена,законченное высшее образование и выше,48.0,Краснодар,МУЖСКОЙ,Вы сейчас работаете,ЮРИСПРУДЕНЦИЯ,80000.0
43,Областной центр,Состоите в зарегистрированном браке,специалисты высшего уровня квалификации,законченное высшее образование и выше,46.0,Краснодар,ЖЕНСКИЙ,Вы сейчас работаете,ОБРАЗОВАНИЕ,25000.0
44,Областной центр,Bдовец (вдова),работники сферы торговли и услуг,законченное среднее специальное образование,66.0,Краснодар,ЖЕНСКИЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",
45,Областной центр,Bдовец (вдова),,законченное среднее специальное образование,82.0,Краснодар,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
46,Областной центр,Состоите в зарегистрированном браке,работники сферы торговли и услуг,законченное высшее образование и выше,51.0,Краснодар,МУЖСКОЙ,Вы сейчас работаете,ЗДРАВООХРАНЕНИЕ,12000.0
47,Областной центр,Bдовец (вдова),,незаконченное среднее образование (7 - 8 кл),89.0,Краснодар,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
48,Областной центр,Bдовец (вдова),,законченное среднее специальное образование,92.0,Краснодар,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
49,Областной центр,Разведены и в браке не состоите,,законченное среднее образование,69.0,Краснодар,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
50,Областной центр,Состоите в зарегистрированном браке,служащие офисные и по обслуживанию клиентов,законченное высшее образование и выше,43.0,Краснодар,ЖЕНСКИЙ,Вы сейчас работаете,ЗДРАВООХРАНЕНИЕ,19000.0
51,Областной центр,Состоите в зарегистрированном браке,,законченное высшее образование и выше,77.0,Краснодар,МУЖСКОЙ,Или у Вас сейчас нет работы,,
52,Областной центр,Состоите в зарегистрированном браке,,законченное высшее образование и выше,75.0,Краснодар,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
53,Областной центр,Bдовец (вдова),специалисты среднего уровня квалификации; чиновники,законченное высшее образование и выше,46.0,Краснодар,ЖЕНСКИЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",25000.0
54,Областной центр,Состоите в зарегистрированном браке,,законченное высшее образование и выше,68.0,Краснодар,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
55,Областной центр,Состоите в зарегистрированном браке,,законченное среднее специальное образование,71.0,Краснодар,МУЖСКОЙ,Или у Вас сейчас нет работы,,
56,Областной центр,Никогда в браке не состояли,,незаконченное среднее образование (7 - 8 кл) + что-то еще,47.0,Краснодар,МУЖСКОЙ,Или у Вас сейчас нет работы,,
57,Областной центр,Bдовец (вдова),,законченное высшее образование и выше,81.0,Краснодар,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
58,Областной центр,Состоите в зарегистрированном браке,,незаконченное среднее образование (7 - 8 кл) + что-то еще,74.0,Краснодар,МУЖСКОЙ,Или у Вас сейчас нет работы,,
59,Областной центр,Состоите в зарегистрированном браке,,законченное среднее образование,63.0,Краснодар,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
60,Областной центр,Разведены и в браке не состоите,"квалифицированные рабочие, использующие машины и механизмы",законченное среднее специальное образование,56.0,Краснодар,ЖЕНСКИЙ,Вы сейчас работаете,НЕТ ОТВЕТА,18000.0
61,Областной центр,Bдовец (вдова),,законченное среднее образование,81.0,Краснодар,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
62,Областной центр,Bдовец (вдова),,законченное высшее образование и выше,81.0,Краснодар,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
63,Областной центр,Состоите в зарегистрированном браке,,законченное среднее специальное образование,80.0,Краснодар,ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
64,Областной центр,Состоите в зарегистрированном браке,работники сферы торговли и услуг,законченное среднее образование,49.0,Краснодар,ЖЕНСКИЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",
65,Областной центр,Никогда в браке не состояли,специалисты высшего уровня квалификации,законченное высшее образование и выше,26.0,Краснодар,ЖЕНСКИЙ,Вы сейчас работаете,ОБРАЗОВАНИЕ,16000.0
66,Областной центр,Состоите в зарегистрированном браке,"квалифицированные рабочие, занятые ручным трудом",законченное высшее образование и выше,26.0,Краснодар,ЖЕНСКИЙ,Вы сейчас работаете,"ТРАНСПОРТ, СВЯЗЬ",5500.0
67,Город,Bдовец (вдова),,незаконченное среднее образование (7 - 8 кл) + что-то еще,83.0,"Удмуртская Республика, Глазов и Глазовский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
68,Город,Никогда в браке не состояли,,законченное среднее образование,47.0,"Удмуртская Республика, Глазов и Глазовский район",МУЖСКОЙ,Или у Вас сейчас нет работы,,
69,Город,"Живете вместе, но не зарегистрированы",работники сферы торговли и услуг,законченное среднее образование,39.0,"Удмуртская Республика, Глазов и Глазовский район",ЖЕНСКИЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",20000.0
70,Город,Состоите в зарегистрированном браке,"квалифицированные рабочие, занятые ручным трудом",законченное среднее образование,55.0,"Удмуртская Республика, Глазов и Глазовский район",МУЖСКОЙ,Вы сейчас работаете,ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО,15000.0
71,Город,Состоите в зарегистрированном браке,работники сферы торговли и услуг,законченное среднее образование,57.0,"Удмуртская Республика, Глазов и Глазовский район",ЖЕНСКИЙ,Вы сейчас работаете,ОБРАЗОВАНИЕ,7000.0
72,Город,Никогда в браке не состояли,специалисты высшего уровня квалификации,законченное высшее образование и выше,65.0,"Удмуртская Республика, Глазов и Глазовский район",ЖЕНСКИЙ,Вы сейчас работаете,ОБРАЗОВАНИЕ,27000.0
73,Город,Никогда в браке не состояли,специалисты высшего уровня квалификации,законченное высшее образование и выше,31.0,"Удмуртская Республика, Глазов и Глазовский район",ЖЕНСКИЙ,Вы сейчас работаете,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,38000.0
74,Город,Никогда в браке не состояли,служащие офисные и по обслуживанию клиентов,законченное среднее специальное образование,56.0,"Удмуртская Республика, Глазов и Глазовский район",ЖЕНСКИЙ,Вы сейчас работаете,"СМИ, ИЗДАТЕЛЬСТВО, ПЕЧАТЬ, ТЕЛЕКОММУНИКАЦИИ",12000.0
75,Город,Разведены и в браке не состоите,,законченное среднее образование,62.0,"Удмуртская Республика, Глазов и Глазовский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
76,Город,Состоите в зарегистрированном браке,,законченное среднее образование,66.0,"Удмуртская Республика, Глазов и Глазовский район",МУЖСКОЙ,Или у Вас сейчас нет работы,,
77,Город,Состоите в зарегистрированном браке,,законченное среднее образование,59.0,"Удмуртская Республика, Глазов и Глазовский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
78,Город,Bдовец (вдова),,законченное среднее образование,65.0,"Удмуртская Республика, Глазов и Глазовский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
79,Город,Bдовец (вдова),,незаконченное среднее образование (7 - 8 кл),67.0,"Удмуртская Республика, Глазов и Глазовский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
80,Город,Bдовец (вдова),,законченное среднее специальное образование,67.0,"Удмуртская Республика, Глазов и Глазовский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
81,Город,Состоите в зарегистрированном браке,,законченное высшее образование и выше,62.0,"Удмуртская Республика, Глазов и Глазовский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
82,Город,Состоите в зарегистрированном браке,,законченное среднее образование,63.0,"Удмуртская Республика, Глазов и Глазовский район",МУЖСКОЙ,Или у Вас сейчас нет работы,,
83,Город,"Живете вместе, но не зарегистрированы",специалисты высшего уровня квалификации,законченное высшее образование и выше,30.0,"Удмуртская Республика, Глазов и Глазовский район",ЖЕНСКИЙ,Вы сейчас работаете,ОБРАЗОВАНИЕ,17000.0
84,Город,Никогда в браке не состояли,специалисты высшего уровня квалификации,законченное высшее образование и выше,72.0,"Удмуртская Республика, Глазов и Глазовский район",ЖЕНСКИЙ,Вы сейчас работаете,ЗДРАВООХРАНЕНИЕ,50000.0
85,Город,Состоите в зарегистрированном браке,,законченное среднее образование,78.0,"Удмуртская Республика, Глазов и Глазовский район",МУЖСКОЙ,Или у Вас сейчас нет работы,,
86,Город,Состоите в зарегистрированном браке,,законченное среднее образование,72.0,"Удмуртская Республика, Глазов и Глазовский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
87,Город,Bдовец (вдова),неквалифицированные рабочие всех отраслей,законченное среднее специальное образование,50.0,"Удмуртская Республика, Глазов и Глазовский район",ЖЕНСКИЙ,Вы сейчас работаете,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,12200.0
88,Город,Разведены и в браке не состоите,специалисты высшего уровня квалификации,законченное высшее образование и выше,43.0,"Удмуртская Республика, Глазов и Глазовский район",ЖЕНСКИЙ,Вы сейчас работаете,ЗДРАВООХРАНЕНИЕ,29000.0
89,Город,Bдовец (вдова),,законченное высшее образование и выше,70.0,"Удмуртская Республика, Глазов и Глазовский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
90,Город,Состоите в зарегистрированном браке,,незаконченное среднее образование (7 - 8 кл),77.0,"Удмуртская Республика, Глазов и Глазовский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
91,Город,Состоите в зарегистрированном браке,,незаконченное среднее образование (7 - 8 кл),80.0,"Удмуртская Республика, Глазов и Глазовский район",МУЖСКОЙ,Или у Вас сейчас нет работы,,
92,Город,Bдовец (вдова),,законченное среднее специальное образование,84.0,"Удмуртская Республика, Глазов и Глазовский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
93,Город,Разведены и в браке не состоите,,законченное среднее образование,55.0,"Удмуртская Республика, Глазов и Глазовский район",МУЖСКОЙ,Или у Вас сейчас нет работы,,
94,Город,Состоите в зарегистрированном браке,,законченное среднее образование,62.0,"Удмуртская Республика, Глазов и Глазовский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
95,Город,Состоите в зарегистрированном браке,,законченное среднее образование,65.0,"Удмуртская Республика, Глазов и Глазовский район",МУЖСКОЙ,Или у Вас сейчас нет работы,,
96,Город,Bдовец (вдова),специалисты среднего уровня квалификации; чиновники,законченное среднее специальное образование,33.0,"Удмуртская Республика, Глазов и Глазовский район",ЖЕНСКИЙ,Вы сейчас работаете,ЗДРАВООХРАНЕНИЕ,15000.0
97,Город,Bдовец (вдова),,незаконченное среднее образование (7 - 8 кл),96.0,"Удмуртская Республика, Глазов и Глазовский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
98,Город,Состоите в зарегистрированном браке,,законченное среднее образование,73.0,"Удмуртская Республика, Глазов и Глазовский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
99,Город,Состоите в зарегистрированном браке,,незаконченное среднее образование (7 - 8 кл),78.0,"Удмуртская Республика, Глазов и Глазовский район",МУЖСКОЙ,Или у Вас сейчас нет работы,,
100,Город,Никогда в браке не состояли,специалисты высшего уровня квалификации,законченное высшее образование и выше,49.0,"Удмуртская Республика, Глазов и Глазовский район",ЖЕНСКИЙ,Вы сейчас работаете,ОБРАЗОВАНИЕ,15000.0
101,Село,Состоите в зарегистрированном браке,,законченное среднее специальное образование,82.0,"Удмуртская Республика, Глазов и Глазовский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
102,Село,Состоите в зарегистрированном браке,,окончил 0 - 6 классов,83.0,"Удмуртская Республика, Глазов и Глазовский район",МУЖСКОЙ,Или у Вас сейчас нет работы,,
103,Село,Состоите в зарегистрированном браке,,законченное среднее специальное образование,68.0,"Удмуртская Республика, Глазов и Глазовский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
104,Село,Состоите в зарегистрированном браке,,законченное среднее образование,70.0,"Удмуртская Республика, Глазов и Глазовский район",МУЖСКОЙ,Или у Вас сейчас нет работы,,
105,Село,Bдовец (вдова),,незаконченное среднее образование (7 - 8 кл),63.0,"Удмуртская Республика, Глазов и Глазовский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
106,Село,Bдовец (вдова),,незаконченное среднее образование (7 - 8 кл) + что-то еще,61.0,"Удмуртская Республика, Глазов и Глазовский район",МУЖСКОЙ,Или у Вас сейчас нет работы,,
107,Село,Разведены и в браке не состоите,"квалифицированные рабочие, использующие машины и механизмы",незаконченное среднее образование (7 - 8 кл) + что-то еще,37.0,"Удмуртская Республика, Глазов и Глазовский район",МУЖСКОЙ,Вы сейчас работаете,"ТРАНСПОРТ, СВЯЗЬ",20000.0
108,Село,Состоите в зарегистрированном браке,работники сферы торговли и услуг,законченное среднее образование,59.0,"Удмуртская Республика, Глазов и Глазовский район",ЖЕНСКИЙ,Вы сейчас работаете,ЗДРАВООХРАНЕНИЕ,11000.0
109,Село,Состоите в зарегистрированном браке,служащие офисные и по обслуживанию клиентов,законченное среднее образование,61.0,"Удмуртская Республика, Глазов и Глазовский район",МУЖСКОЙ,Вы сейчас работаете,СОЦИАЛЬНОЕ ОБСЛУЖИВАНИЕ,10000.0
110,Город,Состоите в зарегистрированном браке,,законченное среднее образование,62.0,"Пермский край, Соликамск и Соликамский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
111,Город,Состоите в зарегистрированном браке,,законченное среднее образование,64.0,"Пермский край, Соликамск и Соликамский район",МУЖСКОЙ,Или у Вас сейчас нет работы,,
112,Город,Bдовец (вдова),,незаконченное среднее образование (7 - 8 кл),82.0,"Пермский край, Соликамск и Соликамский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
113,Город,"Живете вместе, но не зарегистрированы",работники сферы торговли и услуг,законченное среднее образование,50.0,"Пермский край, Соликамск и Соликамский район",ЖЕНСКИЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",20000.0
114,Город,Состоите в зарегистрированном браке,работники сферы торговли и услуг,законченное среднее образование,63.0,"Пермский край, Соликамск и Соликамский район",ЖЕНСКИЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8000.0
115,Город,Состоите в зарегистрированном браке,"квалифицированные рабочие, занятые ручным трудом",законченное среднее образование,66.0,"Пермский край, Соликамск и Соликамский район",МУЖСКОЙ,Вы сейчас работаете,ХИМИЧЕСКАЯ ПРОМЫШЛЕННОСТЬ,30000.0
116,Город,Никогда в браке не состояли,работники сферы торговли и услуг,незаконченное среднее образование (7 - 8 кл) + что-то еще,35.0,"Пермский край, Соликамск и Соликамский район",ЖЕНСКИЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",20000.0
117,Город,Состоите в зарегистрированном браке,,законченное среднее специальное образование,64.0,"Пермский край, Соликамск и Соликамский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
118,Город,Состоите в зарегистрированном браке,,законченное среднее образование,64.0,"Пермский край, Соликамск и Соликамский район",МУЖСКОЙ,Или у Вас сейчас нет работы,,
119,Город,Разведены и в браке не состоите,,законченное среднее специальное образование,68.0,"Пермский край, Соликамск и Соликамский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
120,Город,Bдовец (вдова),,законченное среднее специальное образование,71.0,"Пермский край, Соликамск и Соликамский район",МУЖСКОЙ,Или у Вас сейчас нет работы,,
121,Город,"Живете вместе, но не зарегистрированы",специалисты высшего уровня квалификации,законченное высшее образование и выше,51.0,"Пермский край, Соликамск и Соликамский район",ЖЕНСКИЙ,Вы сейчас работаете,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,50000.0
122,Город,Bдовец (вдова),,законченное высшее образование и выше,77.0,"Пермский край, Соликамск и Соликамский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
123,Город,Состоите в зарегистрированном браке,"квалифицированные рабочие, использующие машины и механизмы",законченное среднее образование,51.0,"Пермский край, Соликамск и Соликамский район",МУЖСКОЙ,Вы сейчас работаете,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,40000.0
124,Город,Состоите в зарегистрированном браке,"квалифицированные рабочие, использующие машины и механизмы",законченное среднее образование,51.0,"Пермский край, Соликамск и Соликамский район",ЖЕНСКИЙ,Вы сейчас работаете,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,30000.0
125,Город,Никогда в браке не состояли,"квалифицированные рабочие, использующие машины и механизмы",законченное среднее образование,25.0,"Пермский край, Соликамск и Соликамский район",МУЖСКОЙ,Вы сейчас работаете,ХИМИЧЕСКАЯ ПРОМЫШЛЕННОСТЬ,35000.0
126,Город,Bдовец (вдова),,незаконченное среднее образование (7 - 8 кл),78.0,"Пермский край, Соликамск и Соликамский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
127,Город,"Живете вместе, но не зарегистрированы",,незаконченное среднее образование (7 - 8 кл),79.0,"Пермский край, Соликамск и Соликамский район",МУЖСКОЙ,Или у Вас сейчас нет работы,,
128,Город,Состоите в зарегистрированном браке,,законченное среднее специальное образование,70.0,"Пермский край, Соликамск и Соликамский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
129,Город,Состоите в зарегистрированном браке,работники сферы торговли и услуг,законченное среднее специальное образование,65.0,"Пермский край, Соликамск и Соликамский район",МУЖСКОЙ,Вы сейчас работаете,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",ЗАТРУДНЯЮСЬ ОТВЕТИТЬ
130,Город,Разведены и в браке не состоите,"квалифицированные рабочие, занятые ручным трудом",незаконченное среднее образование (7 - 8 кл) + что-то еще,41.0,"Пермский край, Соликамск и Соликамский район",МУЖСКОЙ,Вы сейчас работаете,"ДЕРЕВООБРАБАТЫВАЮЩАЯ ПРОМЫШЛЕННОСТЬ, ЛЕСНОЕ ХОЗЯЙСТВО",30000.0
131,Город,Состоите в зарегистрированном браке,,законченное среднее специальное образование,59.0,"Пермский край, Соликамск и Соликамский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
132,Город,Состоите в зарегистрированном браке,специалисты высшего уровня квалификации,законченное высшее образование и выше,59.0,"Пермский край, Соликамск и Соликамский район",МУЖСКОЙ,Вы сейчас работаете,ЗДРАВООХРАНЕНИЕ,32000.0
133,Город,Состоите в зарегистрированном браке,,незаконченное среднее образование (7 - 8 кл),65.0,"Пермский край, Соликамск и Соликамский район",МУЖСКОЙ,Или у Вас сейчас нет работы,,
134,Город,Состоите в зарегистрированном браке,,законченное среднее образование,60.0,"Пермский край, Соликамск и Соликамский район",ЖЕНСКИЙ,Или у Вас сейчас нет работы,,
